"Flux"	"Abbreviation"	"OfficialName"	"Direction"	"Lower"	"Upper"
448	"NTD2"	"5'-nucleotidase (UMP)"	"Irreversible"	0	"None"
449	"NTD3"	"5'-nucleotidase (dCMP)"	"Irreversible"	0	"None"
450	"NTD4"	"5'-nucleotidase (CMP)"	"Irreversible"	0	"None"
451	"NTD5"	"5'-nucleotidase (dTMP)"	"Irreversible"	0	"None"
452	"NTD6"	"5'-nucleotidase (dAMP)"	"Irreversible"	0	"None"
2698	"NTD7"	"5'-nucleotidase (AMP)"	"Irreversible"	0	"None"
453	"NTD8"	"5'-nucleotidase (dGMP)"	"Irreversible"	0	"None"
174	"NTD9"	"5'-nucleotidase (GMP)"	"Irreversible"	0	"None"
748	"NTP3"	"nucleoside-triphosphatase (GTP)"	"Irreversible"	0	"None"
2745	"NTP4"	"nucleoside-triphosphatase (dGTP)"	"Irreversible"	0	"None"
3865	"NTRLASE"	"nitrilase"	"Irreversible"	0	"None"
3670	"NTRLASE2"	"nitrilase"	"Irreversible"	0	"None"
3866	"NTRLASE3"	"nitrilase"	"Irreversible"	0	"None"
1298	"O2t"	"o2 transport (diffusion)"	"Reversible"	"None"	"None"
2158	"O2ter"	"O2  transport, endoplasmic reticulum"	"Reversible"	"None"	"None"
762	"O2tm"	"O2 transport (diffusion)"	"Reversible"	"None"	"None"
21797	"OAAt"	"Oxaloacetate transport"	"Reversible"	"None"	"None"
2760	"OAAt2m"	"oxaloacetate transport, mitochondrial"	"Reversible"	"None"	"None"
8371	"OBDHm"	"2-Oxobutanoate dehydrogenase"	"Irreversible"	0	"None"
3550	"OCBTi"	"ornithine carbamoyltransferase, irreversible"	"Irreversible"	0	"None"
1927	"OCDCAt"	"Octadecanoate (n-C18:0) transport in via uniport"	"Irreversible"	0	"None"
1928	"OCDCEAt"	"Octadecenoate (n-C18:1) transport in via uniport"	"Irreversible"	0	"None"
1929	"OCDCYAt"	"Octadecynoate (n-C18:2) transport in via uniport"	"Irreversible"	0	"None"
19029	"OHACT1"	"Alcohol Acetyltransferase (ethanol)"	"Irreversible"	0	"None"
19034	"OHACT2"	"Alcohol Acetyltransferase (isoamyl alcohol)"	"Irreversible"	0	"None"
19045	"OHACT3"	"Alcohol Acetyltransferase (2-methylbutanol)"	"Irreversible"	0	"None"
19050	"OHACT4"	"Alcohol Acetyltransferase (isobutyl alcohol)"	"Irreversible"	0	"None"
19051	"OHACT5"	"Alcohol Acetyltransferase (Phenylethanol alcohol)"	"Irreversible"	0	"None"
1731	"OHPBAT"	"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase"	"Reversible"	"None"	"None"
912	"OMCDC"	"2-Oxo-4-methyl-3-carboxypentanoate decarboxylation"	"Irreversible"	0	"None"
2961	"OMCDCm"	"2-oxo-4-methyl-3-carboxypentanoate decarboxylation"	"Irreversible"	0	"None"
446	"OMPDC"	"orotidine-5'-phosphate decarboxylase"	"Irreversible"	0	"None"
1218	"ORNDC"	"Ornithine Decarboxylase"	"Irreversible"	0	"None"
311	"ORNTA"	"ornithine transaminase"	"Irreversible"	0	"None"
2966	"ORNTACim"	"ornithine transacetylase, irreversible, mitochondrial"	"Irreversible"	0	"None"
1375	"ORNt2r"	"orntithine reversible transport in via proton symport"	"Reversible"	"None"	"None"
2435	"ORNt3m"	"ornithine mitochondrial transport via proton antiport"	"Reversible"	"None"	"None"
447	"ORPT"	"orotate phosphoribosyltransferase"	"Reversible"	"None"	"None"
2665	"OXAGm"	"non-enzymatic reaction"	"Reversible"	"None"	"None"
1514	"OXO2Ctm"	"2-oxodicarboylate transporter, mitochondrial"	"Reversible"	"None"	"None"
3319	"P5CDm"	"1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"	"Irreversible"	0	"None"
3629	"P5CR"	"pyrroline-5-carboxylate reductase"	"Irreversible"	0	"None"
19485	"PACALDt"	"Phenylacetaldehyde transport (extracellular)"	"Reversible"	"None"	"None"
19486	"PACALDtm"	"Phenylacetaldehyde transport (mitochondrial)"	"Reversible"	"None"	"None"
3787	"PAK_SC"	"phosphatidate kinase, yeast-specific"	"Irreversible"	0	"None"
1757	"PAN4Ptm"	"panthetheine 4'-phosphate reversible mitochondrial transport"	"Reversible"	"None"	"None"
3551	"PANTS"	"pantothenate synthase"	"Irreversible"	0	"None"
1768	"PANTtm"	"pantothenate mitochondrial transport"	"Reversible"	"None"	"None"
352	"PAPSR"	"phosphoadenylyl-sulfate reductase (thioredoxin)"	"Irreversible"	0	"None"
1643	"PAPt"	"PAP reversible uniport"	"Reversible"	"None"	"None"
3194	"PAPtm"	"Adenosine 3',5'-bisphosphate mitochondrial transport"	"Reversible"	"None"	"None"
1931	"PAtm_SC"	"phosphatidate reversible transport, mitochondrial, yeast-specific"	"Reversible"	"None"	"None"
2840	"PC"	"pyruvate carboxylase"	"Irreversible"	0	"None"
13834	"PCDAGAT"	"phosphatidylcholine-diacylglycerol acyltransferase"	"Irreversible"	0	"None"
2655	"PDE1"	"3',5'-cyclic-nucleotide phosphodiesterase"	"Irreversible"	0	"None"
2666	"PDE2"	"3',5'-cyclic-nucleotide phosphodiesterase"	"Irreversible"	0	"None"
2667	"PDE3"	"3',5'-cyclic-nucleotide phosphodiesterase"	"Irreversible"	0	"None"
4690	"PDE4"	"3',5'-cyclic-nucleotide phosphodiesterase"	"Irreversible"	0	"None"
3259	"PDE5"	"3',5'-cyclic-nucleotide phosphodiesterase"	"Irreversible"	0	"None"
233	"PDHcm"	"pyruvate dehydrogenase (dihydrolipoamide dehydrogenase)"	"Irreversible"	0	"None"
11	"PDHm"	"pyruvate dehydrogenase"	"Irreversible"	0	"None"
1729	"PDX5PO"	"pyridoxine 5'-phosphate oxidase"	"Reversible"	"None"	"None"
19590	"PENDPtm"	"all-trans-Pentaprenyl diphosphate transport, mitochondrial"	"Reversible"	"None"	"None"
3868	"PEPAT"	"Peptide alpha-N-acetyltransferase"	"Irreversible"	0	"None"
1788	"PEPDt3"	"peptide transport in via proton symport"	"Irreversible"	0	"None"
2385	"PETHCT"	"phosphoethanolamine cytidyltransferase"	"Irreversible"	0	"None"
3598	"PETOHM_SC"	"phosphatidylethanolamine N-methyltransferase, yeast-specific"	"Irreversible"	0	"None"
2221	"PEtg_SC"	"phosphatidylethanolamine Golgi transport, yeast-specific"	"Reversible"	"None"	"None"
2223	"PEtm_SC"	"phosphatidylethanolamine mitochondrial transport, yeast-specific"	"Reversible"	"None"	"None"
2222	"PEtv_SC"	"phosphatidylethanolamine vacuolar transport, yeast-specific"	"Reversible"	"None"	"None"
267	"PFK"	"phosphofructokinase"	"Irreversible"	0	"None"
698	"PFK26"	"6-phosphofructo-2-kinase"	"Irreversible"	0	"None"
1208	"PFK_2"	"Phosphofructokinase"	"Irreversible"	0	"None"
1238	"PFK_3"	"phosphofructokinase (s7p)"	"Irreversible"	0	"None"
475	"PGAMT"	"phosphoglucosamine mutase"	"Reversible"	"None"	"None"
2865	"PGCD"	"phosphoglycerate dehydrogenase"	"Irreversible"	0	"None"
271	"PGI"	"glucose-6-phosphate isomerase"	"Reversible"	"None"	"None"
273	"PGK"	"phosphoglycerate kinase"	"Reversible"	"None"	"None"
278	"PGL"	"6-phosphogluconolactonase"	"Irreversible"	0	"None"
272	"PGM"	"phosphoglycerate mutase"	"Reversible"	"None"	"None"
2819	"PGMT"	"phosphoglucomutase"	"Reversible"	"None"	"None"
3585	"PGPPAm_SC"	"phosphatidylglycerol phosphate phosphatase A, yeast-specific, mitochondrial"	"Irreversible"	0	"None"
3492	"PHCDm"	"L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase"	"Irreversible"	0	"None"
3565	"PHCHGSm"	"L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde, mitochondrial"	"Reversible"	"None"	"None"
19474	"PHEACt"	"Phenethyl acetate transport (extracellular)"	"Irreversible"	0	"None"
2860	"PHETA1"	"phenylalanine transaminase"	"Reversible"	"None"	"None"
1036	"PHETRS"	"Phenylalanyl-tRNA synthetase"	"Irreversible"	0	"None"
1698	"PHETRSm"	"phenylalanyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1938	"PHEt2m"	"Phenylalanine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1367	"PHEt2r"	"L-phenylalanine reversible transport via proton symport"	"Reversible"	"None"	"None"
13904	"PI35BP5P_SC"	"1-phosphatidylinositol-3,5-bisphosphate 5-phosphatase, yeast-specific"	"Irreversible"	0	"None"
3623	"PI3P4K_SC"	"phosphatidylinositol-3-phosphate 4-kinase, yeast-specific"	"Irreversible"	0	"None"
13739	"PI3P5K_SC"	"phosphatidylinositol-3-phosphate 5-kinase, yeast-specfic"	"Irreversible"	0	"None"
13718	"PI45BP5P_SC"	"1-phosphatidylinositol-4,5-bisphosphate 5-phosphatase, yeast-specific"	"Irreversible"	0	"None"
3626	"PI45BPP_SC"	"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase, yeast-specific"	"Irreversible"	0	"None"
3624	"PI4P5K_SC"	"phosphatidylinositol-4-phosphate 5-kinase, yeast-specfic"	"Irreversible"	0	"None"
3618	"PIN3K_SC"	"1-phosphatidylinositol 3-kinase, yeast-specific"	"Irreversible"	0	"None"
3620	"PIN4K_SC"	"phosphatidylinositol 4-kinase, yeast-specific"	"Irreversible"	0	"None"
3622	"PIN4Kn_SC"	"phosphatidylinositol 4-kinase, nuclear, yeast-specifc"	"Irreversible"	0	"None"
3616	"PINOS_SC"	"phosphatidylinositol synthase, yeast-specific"	"Irreversible"	0	"None"
2757	"PIt2m"	"phosphate transporter, mitochondrial"	"Reversible"	"None"	"None"
2154	"PIt2n"	"phosphate nuclear transport via proton symport"	"Reversible"	"None"	"None"
2427	"PIt2p"	"phosphate peroxisomal transport via proton symport"	"Reversible"	"None"	"None"
1560	"PIt2r"	"phosphate reversible transport via symport"	"Reversible"	"None"	"None"
2485	"PIt2v"	"phosphate vacuolar transport via proton symport"	"Reversible"	"None"	"None"
2994	"PIt5m"	"phosphate transport via hydroxide ion symport, mitochondrial"	"Reversible"	"None"	"None"
15194	"PLBP1I_SCe"	"phospholipase B (phosphatidylinositol), yeast-specific (extracellular)"	"Irreversible"	0	"None"
15182	"PLBPC_SC"	"phospholipase B (phosphatidylcholine), yeast-specific"	"Irreversible"	0	"None"
15190	"PLBPC_SCe"	"phospholipase B (phosphatidylcholine), yeast-specific (extracellular)"	"Irreversible"	0	"None"
13107	"PLD_SC"	"phospholipase D, yeast-specific"	"Irreversible"	0	"None"
243	"PMANM"	"phosphomannomutase"	"Reversible"	"None"	"None"
808	"PMDPHT"	"pyrimidine phosphatase"	"Irreversible"	0	"None"
3601	"PMETM_SC"	"Phosphatidyl-N-methylethanolamine N-methyltransferase, yeast-specific"	"Irreversible"	0	"None"
2795	"PMEVK"	"phosphomevalonate kinase"	"Irreversible"	0	"None"
10983	"PMI12346PH"	"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase"	"Irreversible"	0	"None"
13734	"PMI12346PS"	"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase"	"Irreversible"	0	"None"
10984	"PMI1346PH"	"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase"	"Irreversible"	0	"None"
13729	"PMI1346PS"	"diphosphoinositol-1,3,4,6-tetrakisphosphate synthase"	"Irreversible"	0	"None"
2781	"PMPK"	"phosphomethylpyrimidine kinase"	"Irreversible"	0	"None"
15045	"PNP"	"purine-nucleoside phosphorylase"	"Reversible"	"None"	"None"
2788	"PNTK"	"pantothenate kinase"	"Irreversible"	0	"None"
3027	"PNTOt2"	"Pantothenate reversible transport via proton symport"	"Reversible"	"None"	"None"
1401	"POLYAO"	"polyamine oxidase"	"Irreversible"	0	"None"
3433	"POLYAO2"	"poylamine oxidase"	"Irreversible"	0	"None"
13231	"POLYAO3"	"poylamine oxidase"	"Irreversible"	0	"None"
295	"PPA"	"inorganic diphosphatase"	"Irreversible"	0	"None"
458	"PPAm"	"inorganic diphosphatase"	"Irreversible"	0	"None"
3553	"PPBNGS"	"porphobilinogen synthase"	"Irreversible"	0	"None"
87	"PPCDC"	"phosphopantothenoylcysteine decarboxylase"	"Irreversible"	0	"None"
296	"PPCK"	"phosphoenolpyruvate carboxykinase"	"Irreversible"	0	"None"
258	"PPM"	"phosphopentomutase"	"Reversible"	"None"	"None"
3555	"PPNCL2"	"phosphopantothenate-cysteine ligase"	"Irreversible"	0	"None"
2861	"PPND"	"prephenate dehydrogenase"	"Irreversible"	0	"None"
1388	"PPND2"	"prephenate dehydrogenase (NADP)"	"Irreversible"	0	"None"
3849	"PPNDH"	"prephenate dehydratase"	"Irreversible"	0	"None"
1761	"PPPG9tm"	"protoporphyrinogen IX mitochondrial transport"	"Reversible"	"None"	"None"
3296	"PPPGOm"	"protoporphyrinogen oxidase, mitochondrial"	"Irreversible"	0	"None"
19564	"PPTTm"	"trans-pentaprenyltranstransferase, mitochondrial"	"Irreversible"	0	"None"
18957	"PPYRDC"	"Phenylpyruvate decarboxylase"	"Irreversible"	0	"None"
3556	"PRAGSr"	"phosphoribosylglycinamide synthase"	"Reversible"	"None"	"None"
3640	"PRAIS"	"phosphoribosylaminoimidazole synthase"	"Irreversible"	0	"None"
1051	"PRAIi"	"phosphoribosylanthranilate isomerase (irreversible)"	"Irreversible"	0	"None"
2864	"PRAMPC"	"phosphoribosyl-AMP cyclohydrolase"	"Irreversible"	0	"None"
3641	"PRASCS"	"phosphoribosylaminoimidazolesuccinocarboxamide synthase"	"Reversible"	"None"	"None"
344	"PRATPP"	"phosphoribosyl-ATP pyrophosphatase"	"Irreversible"	0	"None"
3558	"PRFGS"	"phosphoribosylformylglycinamidine synthase"	"Irreversible"	0	"None"
1052	"PRMICIi"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible)"	"Irreversible"	0	"None"
3652	"PRO1xm"	"proline oxidase (NAD), mitochondrial"	"Irreversible"	0	"None"
2917	"PROTRS"	"Prolyl-tRNA synthetase"	"Irreversible"	0	"None"
1368	"PROt2r"	"L-proline reversible transport via proton symport"	"Reversible"	"None"	"None"
1502	"PROtm"	"L-proline transport, mitochondrial"	"Reversible"	"None"	"None"
343	"PRPPS"	"phosphoribosylpyrophosphate synthetase"	"Reversible"	"None"	"None"
1507	"PRPPtm"	"PRPP reversible transport, mitochondrial"	"Reversible"	"None"	"None"
1387	"PSCVTi"	"3-phosphoshikimate 1-carboxyvinyltransferase, irreversible"	"Irreversible"	0	"None"
3589	"PSERDg_SC"	"phosphatidylserine decarboxylase, yeast-specific, Golgi"	"Irreversible"	0	"None"
3590	"PSERDm_SC"	"phosphatidylserine decarboxylase, yeast-specific, mitochondrial"	"Irreversible"	0	"None"
3591	"PSERDv_SC"	"phosphatidylserine decarboxylase, yeast-specific, vacuolar"	"Irreversible"	0	"None"
3588	"PSERS_SC"	"phosphatidylserine synthase, yeast-specific"	"Reversible"	"None"	"None"
3587	"PSERSm_SC"	"phosphatidylserine synthase, yeast-specific, mitochondrial"	"Reversible"	"None"	"None"
913	"PSERT"	"phosphoserine transaminase"	"Irreversible"	0	"None"
5554	"PSPH1Pter"	"phytosphinganine 1-phosphate endoplasmic reticular transport"	"Irreversible"	0	"None"
2387	"PSPHPL"	"phytosphingosine phosphate lyase"	"Irreversible"	0	"None"
1880	"PSPHS"	"Phytosphingosine synthesis"	"Irreversible"	0	"None"
4642	"PSP_L"	"phosphoserine phosphatase (L-serine)"	"Irreversible"	0	"None"
2218	"PStg_SC"	"phosphatidylserine Golgi transport, yeast-specific"	"Reversible"	"None"	"None"
2220	"PStm_SC"	"phosphatidylserine mitochondrial  transport, yeast-specific"	"Reversible"	"None"	"None"
2219	"PStv_SC"	"phosphatidylserine vacuolar transport, yeast-specific"	"Reversible"	"None"	"None"
2225	"PTD1INOtn_SC"	"phosphatidyl-1D-myo-insoitol nuclear transport, yeast-specific"	"Reversible"	"None"	"None"
2226	"PTD4INOtn_SC"	"phosphatidyl-1D-myo-4-inositol nuclear transport, yeast-specific"	"Reversible"	"None"	"None"
18872	"PTE10x"	"peroxisomal acyl-CoA thioesterase"	"Irreversible"	0	"None"
18873	"PTE11x"	"peroxisomal acyl-CoA thioesterase"	"Irreversible"	0	"None"
18874	"PTE12x"	"peroxisomal acyl-CoA thioesterase"	"Irreversible"	0	"None"
13833	"PTE2x"	"peroxisomal acyl-CoA thioesterase"	"Irreversible"	0	"None"
18869	"PTE7x"	"peroxisomal acyl-CoA thioesterase"	"Irreversible"	0	"None"
18870	"PTE8x"	"peroxisomal acyl-CoA thioesterase"	"Irreversible"	0	"None"
18871	"PTE9x"	"peroxisomal acyl-CoA thioesterase"	"Irreversible"	0	"None"
1836	"PTPATi"	"pantetheine-phosphate adenylyltransferase"	"Irreversible"	0	"None"
1743	"PTPATim"	"panthetheine-phosphate adenylyltransferase"	"Irreversible"	0	"None"
18430	"PTRCt3i"	"putrescine transport in via proton antiport, irreversible"	"Irreversible"	0	"None"
18431	"PTRCtex2"	"putrescine excretion (cytosol to extracellular)"	"Irreversible"	0	"None"
134	"PUNP1"	"purine-nucleoside phosphorylase (Adenosine)"	"Reversible"	"None"	"None"
1813	"PUNP1m"	"purine-nucleoside phosphorylase (Adenosine), mitochondrial"	"Reversible"	"None"	"None"
135	"PUNP2"	"purine-nucleoside phosphorylase (Deoxyadenosine)"	"Reversible"	"None"	"None"
136	"PUNP3"	"purine-nucleoside phosphorylase (Guanosine)"	"Reversible"	"None"	"None"
1814	"PUNP3m"	"purine-nucleoside phosphorylase (Guanosine), mitochondrial"	"Reversible"	"None"	"None"
137	"PUNP4"	"purine-nucleoside phosphorylase (Deoxyguanosine)"	"Reversible"	"None"	"None"
420	"PUNP5"	"purine-nucleoside phosphorylase (Inosine)"	"Reversible"	"None"	"None"
421	"PUNP6"	"purine-nucleoside phosphorylase (Deoxyinosine)"	"Reversible"	"None"	"None"
422	"PUNP7"	"purine-nucleoside phosphorylase (Xanthosine)"	"Reversible"	"None"	"None"
1728	"PYAM5PO"	"pyridoxamine 5'-phosphate oxidase"	"Irreversible"	0	"None"
1727	"PYDAMK"	"pyridoxamine kinase"	"Irreversible"	0	"None"
3019	"PYDXK"	"pyridoxal kinase"	"Irreversible"	0	"None"
1726	"PYDXNK"	"pyridoxine kinase"	"Irreversible"	0	"None"
1730	"PYDXNO"	"pyridoxine oxidase"	"Reversible"	"None"	"None"
3020	"PYDXO"	"pyridoxal oxidase"	"Reversible"	"None"	"None"
265	"PYK"	"pyruvate kinase"	"Irreversible"	0	"None"
1083	"PYNP2r"	"pyrimidine-nucleoside phosphorylase (uracil)"	"Reversible"	"None"	"None"
1992	"PYR5CDm"	"D1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"	"Irreversible"	0	"None"
700	"PYRDC"	"pyruvate decarboxylase"	"Irreversible"	0	"None"
19460	"PYRDC2"	"pyruvate decarboxylase (acetoin-forming)"	"Irreversible"	0	"None"
5602	"PYRt"	"Pyruvate exchange, diffusion"	"Irreversible"	0	"None"
588	"PYRt2"	"pyruvate transport in via proton symport"	"Irreversible"	0	"None"
876	"PYRt2m"	"pyruvate mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
2279	"PYRt2p"	"pyruvate peroxisomal transport via proton symport"	"Reversible"	"None"	"None"
9495	"QUILSYN"	"Quinolinate Synthase (Eukaryotic)"	"Irreversible"	0	"None"
7869	"QULNS"	"quinolinate synthase"	"Irreversible"	0	"None"
1759	"QULNtm"	"Quinolinate reversible mitochondrial transport"	"Reversible"	"None"	"None"
1262	"RAFGH"	"Raffinose galactohydrolase"	"Irreversible"	0	"None"
119	"RBFK"	"riboflavin kinase"	"Irreversible"	0	"None"
1724	"RBFKm"	"riboflavin kinase, mitochondrial"	"Irreversible"	0	"None"
1001	"RBFSa"	"riboflavin synthase"	"Irreversible"	0	"None"
121	"RBFSb"	"riboflavin synthase"	"Irreversible"	0	"None"
255	"RBK"	"ribokinase"	"Irreversible"	0	"None"
3026	"RIBFLVt2"	"riboflavin transport in via proton symport"	"Irreversible"	0	"None"
1755	"RIBFLVtm"	"Riboflavin reversible mitochondrial transport"	"Reversible"	"None"	"None"
1554	"RIBt2"	"ribose transport in via proton symporter"	"Irreversible"	0	"None"
423	"RNDR1"	"ribonucleoside-diphosphate reductase (ADP)"	"Irreversible"	0	"None"
1439	"RNDR1n"	"ribonucleoside-diphosphate reductase, nuclear"	"Irreversible"	0	"None"
424	"RNDR2"	"ribonucleoside-diphosphate reductase (GDP)"	"Irreversible"	0	"None"
1440	"RNDR2n"	"ribonucleoside-diphosphate reductase (GDP), nuclear"	"Irreversible"	0	"None"
425	"RNDR3"	"ribonucleoside-diphosphate reductase (CDP)"	"Irreversible"	0	"None"
2985	"RNDR3n"	"ribonucleoside-diphosphate reductase (CDP), nuclear"	"Irreversible"	0	"None"
426	"RNDR4"	"ribonucleoside-diphosphate reductase (UDP)"	"Irreversible"	0	"None"
1441	"RNDR4n"	"ribonucleoside-diphosphate reductase (UDP), nuclear"	"Irreversible"	0	"None"
144	"RNMK"	"ribosylnicotinamide kinase"	"Irreversible"	0	"None"
427	"RNTR1"	"ribonucleoside-triphosphate reductase (ATP)"	"Irreversible"	0	"None"
428	"RNTR2"	"ribonucleoside-triphosphate reductase (GTP)"	"Irreversible"	0	"None"
429	"RNTR3"	"ribonucleoside-triphosphate reductase (CTP)"	"Irreversible"	0	"None"
430	"RNTR4"	"ribonucleoside-triphosphate reductase (UTP)"	"Irreversible"	0	"None"
281	"RPE"	"ribulose 5-phosphate 3-epimerase"	"Reversible"	"None"	"None"
280	"RPI"	"ribose-5-phosphate isomerase"	"Reversible"	"None"	"None"
3257	"SACCD1"	"saccharopine dehydrogenase (NADP, L-glutamate forming)"	"Reversible"	"None"	"None"
2657	"SACCD2"	"saccharopine dehydrogenase (NAD, L-lysine forming)"	"Reversible"	"None"	"None"
2866	"SADT"	"sulfate adenylyltransferase"	"Irreversible"	0	"None"
2004	"SAM24MT"	"S-adenosyl-methionine delta-24-sterol-c-methyltransferase"	"Irreversible"	0	"None"
5555	"SBPP1er"	"sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum"	"Irreversible"	0	"None"
5556	"SBPP2er"	"sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate), endoplasmic reticulum"	"Irreversible"	0	"None"
2050	"SBTD_D2"	"D-sorbitol dehydrogenase (D-fructose producing)"	"Irreversible"	0	"None"
1920	"SBTD_L"	"L-sorbitol dehydrogenase (L-sorbose-producing)"	"Irreversible"	0	"None"
3355	"SBTR"	"D-sorbitol reductase"	"Irreversible"	0	"None"
2054	"SBT_Dt"	"D-sorbitol transport via passive diffusion"	"Reversible"	"None"	"None"
2055	"SBT_Lt"	"L-sorbitol transport via passive diffusion"	"Reversible"	"None"	"None"
3006	"SERATi"	"serine O-acetyltransferase, irreversible"	"Irreversible"	0	"None"
390	"SERD_L"	"L-serine deaminase"	"Irreversible"	0	"None"
1878	"SERPT"	"serine C-palmitoyltransferase"	"Irreversible"	0	"None"
1031	"SERTRS"	"Seryl-tRNA synthetase"	"Irreversible"	0	"None"
2188	"SERt2m"	"serine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1371	"SERt2r"	"L-serine reversible transport via proton symport"	"Reversible"	"None"	"None"
2374	"SFGTH"	"S-Formylglutathione hydralase"	"Reversible"	"None"	"None"
2767	"SHCHD"	"sirohydrochlorin dehydrogenase"	"Irreversible"	0	"None"
3702	"SHCHF"	"sirohydrochlorin ferrochetalase"	"Irreversible"	0	"None"
915	"SHK3D"	"shikimate dehydrogenase"	"Irreversible"	0	"None"
336	"SHKK"	"shikimate kinase"	"Irreversible"	0	"None"
2871	"SHSL1"	"O-succinylhomoserine lyase (L-cysteine)"	"Irreversible"	0	"None"
1593	"SHSL4r"	"O-succinylhomoserine lyase (elimination), reversible"	"Reversible"	"None"	"None"
2395	"SLCBK1"	"sphingolipid long chain base kinase (sphinganine)"	"Irreversible"	0	"None"
2396	"SLCBK2"	"sphingolipid long chain base kinase (phytosphingosine)"	"Irreversible"	0	"None"
1597	"SLFAT"	"sulfate adenylyltransferase (ADP)"	"Reversible"	"None"	"None"
18461	"SO3ti"	"sulfite transport (efflux, cytosol to extracellular)"	"Irreversible"	0	"None"
1383	"SO4ti"	"sulfate irreversible uniport"	"Irreversible"	0	"None"
5553	"SPH1Pter"	"sphinganine 1-phosphate endoplasmic reticular transport"	"Irreversible"	0	"None"
3214	"SPHPL"	"sphinganine phosphate lyase"	"Irreversible"	0	"None"
3320	"SPMDAT1"	"Spermidine acetyltransferase"	"Irreversible"	0	"None"
18429	"SPMDt3i"	"spermidine transport in via proton antiport"	"Irreversible"	0	"None"
18432	"SPMDtex2"	"spermidine excretion (cytosol to extracellular)"	"Irreversible"	0	"None"
312	"SPMS"	"spermidine synthase"	"Irreversible"	0	"None"
1342	"SPRMS"	"spermine synthase"	"Irreversible"	0	"None"
18425	"SPRMt2i"	"spermine transport via proton antiport irreversible"	"Irreversible"	0	"None"
2206	"SQ23EPXter"	"Squalene-2,3-epoxide endoplamic reticular transport"	"Reversible"	"None"	"None"
2011	"SQLEr"	"Squalene epoxidase, endoplasmic reticular (NADP)"	"Irreversible"	0	"None"
19286	"SQLErx"	"Squalene epoxidase, endoplasmic reticular (NAD)"	"Irreversible"	0	"None"
1993	"SQLS"	"Squalene synthase"	"Irreversible"	0	"None"
2205	"SQLter"	"squalene endoplamic reticular transport"	"Reversible"	"None"	"None"
1922	"SRB_Lt"	"L-sorbose reversible transport"	"Reversible"	"None"	"None"
2873	"SSALy"	"succinate-semialdehyde dehydrogenase (NADP)"	"Irreversible"	0	"None"
2261	"SUCCt2r"	"succinate transport via proton symport"	"Reversible"	"None"	"None"
1304	"SUCCtm"	"succinate transport, mitochondrial"	"Irreversible"	0	"None"
1176	"SUCD1m"	"succinate dehydrogenase"	"Reversible"	"None"	"None"
1763	"SUCD2_u6m"	"succinate dehydrogenase (ubiquinone-6), mitochondrial"	"Reversible"	"None"	"None"
1764	"SUCD3-u6m"	"succinate dehydrogenase (ubiquinone-6), mitochondrial"	"Reversible"	"None"	"None"
1305	"SUCFUMtm"	"succinate-fumarate transport, mitochondrial"	"Irreversible"	0	"None"
2761	"SUCOASm"	"Succinate--CoA ligase (ADP-forming)"	"Reversible"	"None"	"None"
1547	"SUCRe"	"sucrose hydrolyzing enxyme, extracellular"	"Irreversible"	0	"None"
1548	"SUCRt2"	"sucrose transport in via proton symport"	"Irreversible"	0	"None"
730	"SULR"	"sulfite reductase (NADPH2)"	"Reversible"	"None"	"None"
14224	"T4HCINNMFM"	"4-hydroxycinnamate formation"	"Irreversible"	0	"None"
15221	"TAGL_SC"	"Triacylglycerol lipase, yeast-specific"	"Irreversible"	0	"None"
282	"TALA"	"transaldolase"	"Reversible"	"None"	"None"
3192	"TAUDO"	"Taurine dioxygenase"	"Irreversible"	0	"None"
18730	"TAURt"	"taurine transport"	"Reversible"	"None"	"None"
19246	"TCHOLAabcv"	"Taurcholate via ABC system (vacuolar)"	"Irreversible"	0	"None"
3759	"THFATm"	"tetrahydrofolate aminomethyltransferase, mitochondrial"	"Irreversible"	0	"None"
3737	"THFGLUS"	"Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)"	"Reversible"	"None"	"None"
20701	"THIORDXi"	"hydrogen peroxide reductase (thioredoxin)"	"Irreversible"	0	"None"
18584	"THIORDXm"	"hydrogen peroxide reductase (thioredoxin), mitochondrial"	"Reversible"	"None"	"None"
21746	"THIORDXni"	"Thioredoxin, nuclear, irreversible"	"Irreversible"	0	"None"
