"Index"	"Abbreviation"	"OfficialName"	"Equation"	"ValidTarget"	"reconstruction directionality"	"subSystem"	"proteinClass"	"GeneAssociation"	"reaction with marvin charges (pH7)"	"reaction with marvin charges (pH 7.2)"	"DeltaG"	"delta G (pH 7)"	"mM delta G (pH 7)"	"min delta G (pH 7)"	"max delta G (pH 7)"	"delta G (pH 7.2)"	"uncertainty in delta G (pH 7 or pH 7.2)"	"mM delta G (pH 7.2)"	"min delta G (pH 7.2)"	"max delta G (pH 7.2)"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"
62	"r2DGULRx"	"2-dehydro-L-gulonate reductase (NADH)"	"[c] : 2dhguln + h + nadh --> idon-L + nad"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b3553"	"2dhguln + h + nadh --> idon-L + nad"	"2dhguln + h + nadh --> idon-L + nad"	-6.1	-6.1	-6.1	-15.2	2.9	-6.4	3.2	-6.4	-15.4	2.6	"reversible"	"reversible"
63	"r2DGULRy"	"2-dehydro-L-gulonate reductase (NADPH)"	"[c] : 2dhguln + h + nadph --> idon-L + nadp"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b3553"	"2dhguln + (2) h + nadph --> idon-L + nadp"	"2dhguln + h + nadph --> idon-L + nadp"	-6.1	-6.1	-6.1	-15.2	2.9	-6.7	3.2	-6.7	-15.7	2.3	"reversible"	"reversible"
64	"r2MAHMP"	"2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase"	"[c] : 2mahmp + h2o --> 4ampm + h + pi"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"( b0446  or  b1134 )"	"2mahmp + h2o --> 4ampm + h + pi"	"2mahmp + h2o --> 4ampm + h + pi"	-6.7	-6.7	-10.8	-18	-4.5	-6.5	2.2	-10.6	-17.9	-4.3	"forward only"	"forward only"
65	"r34dhpactex"	"dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)"	"34dhpac[e] <==> 34dhpac[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"34dhpac[e] <==> 34dhpac[p]"	"34dhpac[e] <==> 34dhpac[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
66	"r3AMPtex"	"3AMP transport via diffusion (extracellular to periplasm)"	"3amp[e] <==> 3amp[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"3amp[e] <==> 3amp[p]"	"3amp[e] <==> 3amp[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
67	"r3CMPtex"	"3CMP transport via diffusion (extracellular to periplasm)"	"3cmp[e] <==> 3cmp[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"3cmp[e] <==> 3cmp[p]"	"3cmp[e] <==> 3cmp[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
68	"r3GMPtex"	"3GMP transport via diffusion (extracellular to periplasm)"	"3gmp[e] <==> 3gmp[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b1377  or  b2215  or  b0929 )"	"3gmp[e] <==> 3gmp[p]"	"3gmp[e] <==> 3gmp[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
69	"r3HAD100"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)"	"[c] : 3hdecACP --> h2o + tdec2eACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.60"	"( b0954  or  b0180 )"	"3hdecACP --> h2o + tdec2eACP"	"3hdecACP --> h2o + tdec2eACP"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
70	"r3HAD120"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)"	"[c] : 3hddecACP --> h2o + tddec2eACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hddecACP --> h2o + tddec2eACP"	"3hddecACP --> h2o + tddec2eACP"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
71	"r3HAD121"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)"	"[c] : 3hcddec5eACP --> h2o + t3c5ddeceACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hcddec5eACP --> h2o + t3c5ddeceACP"	"3hcddec5eACP --> h2o + t3c5ddeceACP"	-1.1	-1.1	-1.1	-5.7	3.4	-1.1	2.5	-1.1	-5.7	3.4	"reversible"	"reversible"
72	"r3HAD140"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)"	"[c] : 3hmrsACP --> h2o + tmrs2eACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hmrsACP --> h2o + tmrs2eACP"	"3hmrsACP --> h2o + tmrs2eACP"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
73	"r3HAD141"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)"	"[c] : 3hcmrs7eACP --> h2o + t3c7mrseACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hcmrs7eACP --> h2o + t3c7mrseACP"	"3hcmrs7eACP --> h2o + t3c7mrseACP"	3.6	3.6	3.6	-0.9	8.1	3.6	2.1	3.6	-0.9	8.1	"reversible"	"reversible"
74	"r3HAD160"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)"	"[c] : 3hpalmACP --> h2o + tpalm2eACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hpalmACP --> h2o + tpalm2eACP"	"3hpalmACP --> h2o + tpalm2eACP"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
75	"r3HAD161"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)"	"[c] : 3hcpalm9eACP --> h2o + t3c9palmeACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hcpalm9eACP --> h2o + t3c9palmeACP"	"3hcpalm9eACP --> h2o + t3c9palmeACP"	3.6	3.6	3.6	-0.9	8.1	3.6	2.1	3.6	-0.9	8.1	"reversible"	"reversible"
76	"r3HAD180"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)"	"[c] : 3hoctaACP --> h2o + toctd2eACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hoctaACP --> h2o + toctd2eACP"	"3hoctaACP --> h2o + toctd2eACP"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
77	"r3HAD181"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)"	"[c] : 3hcvac11eACP --> h2o + t3c11vaceACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.61"	"( b0954  or  b0180 )"	"3hcvac11eACP --> h2o + t3c11vaceACP"	"3hcvac11eACP --> h2o + t3c11vaceACP"	3.6	3.6	3.6	-0.9	8.1	3.6	2.1	3.6	-0.9	8.1	"reversible"	"reversible"
78	"r3HAD40"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)"	"[c] : 3haACP --> but2eACP + h2o"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.58"	"( b0954  or  b0180 )"	"3haACP --> but2eACP + h2o"	"3haACP --> but2eACP + h2o"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
79	"r3HAD60"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)"	"[c] : 3hhexACP --> h2o + thex2eACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.58"	"( b0954  or  b0180 )"	"3hhexACP --> h2o + thex2eACP"	"3hhexACP --> h2o + thex2eACP"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
80	"r3HAD80"	"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)"	"[c] : 3hoctACP --> h2o + toct2eACP"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"4.2.1.58"	"( b0954  or  b0180 )"	"3hoctACP --> h2o + toct2eACP"	"3hoctACP --> h2o + toct2eACP"	2.1	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"
81	"r3HCINNMH"	"3-hydroxycinnamate hydroxylase"	"[c] : 3hcinnm + h + nadh + o2 --> dhcinnm + h2o + nad"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b0347"	"3hcinnm + h + nadh + o2 --> dhcinnm + h2o + nad"	"3hcinnm + h + nadh + o2 --> dhcinnm + h2o + nad"	-95.7	-95.7	-89.9	-98.9	-75.7	-96	3.8	-90.2	-99.2	-76	"forward only"	"forward only"
82	"r3HPPPNH"	"3-(3-hydroxy-phenyl)propionate hydroxylase"	"[c] : 3hpppn + h + nadh + o2 --> dhpppn + h2o + nad"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b0347"	"3hpppn + h + nadh + o2 --> dhpppn + h2o + nad"	"3hpppn + h + nadh + o2 --> dhpppn + h2o + nad"	-95.7	-95.7	-89.9	-98.9	-75.7	-96	3.8	-90.2	-99.2	-76	"forward only"	"forward only"
83	"r3KGK"	"3-keto-L-gulonate kinase"	"[c] : 3dhguln + atp --> 3dhgulnp + adp + h"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b3580"	"3dhguln + atp --> 3dhgulnp + adp"	"3dhguln + atp --> 3dhgulnp + adp"	-3.8	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"
84	"r3NTD2pp"	"3'-nucleotidase (UMP) (periplasm)"	"[p] : 3ump + h2o --> pi + uri"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"b4213"	"[p] : 3ump[p] + h2o[p] --> h[p] + pi[p] + uri[p]"	"[p] : 3ump[p] + h2o[p] --> h[p] + pi[p] + uri[p]"	-2.9	-2.9	-7	-15.2	1.2	-2.8	2.2	-6.9	-15.1	1.3	"reversible"	"reversible"
85	"r3NTD4pp"	"3'-nucleotidase (CMP) (periplasm)"	"[p] : 3cmp + h2o --> cytd + pi"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"b4213"	"[p] : 3cmp[p] + h2o[p] --> cytd[p] + h[p] + pi[p]"	"[p] : 3cmp[p] + h2o[p] --> cytd[p] + h[p] + pi[p]"	-2.9	-2.9	-7	-15.2	1.2	-2.8	2.2	-6.9	-15.1	1.3	"reversible"	"reversible"
86	"r3NTD7pp"	"3'-nucleotidase (AMP) (periplasm)"	"[p] : 3amp + h2o --> adn + pi"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"b4213"	"[p] : 3amp[p] + h2o[p] --> adn[p] + h[p] + pi[p]"	"[p] : 3amp[p] + h2o[p] --> adn[p] + h[p] + pi[p]"	-2.9	-2.9	-7	-15.2	1.2	-2.8	2.2	-6.9	-15.1	1.3	"reversible"	"reversible"
87	"r3NTD9pp"	"3'-nucleotidase (GMP) (periplasm)"	"[p] : 3gmp + h2o --> gsn + pi"	"TRUE"	"forward only"	"Nucleotide Salvage Pathway"		"b4213"	"[p] : 3gmp[p] + h2o[p] --> gsn[p] + h[p] + pi[p]"	"[p] : 3gmp[p] + h2o[p] --> gsn[p] + h[p] + pi[p]"	-2.9	-2.9	-7	-15.2	1.2	-2.8	2.2	-6.9	-15.1	1.3	"reversible"	"reversible"
88	"r3OAR100"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)"	"[c] : 3odecACP + h + nadph <==> 3hdecACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3odecACP + (2) h + nadph <==> 3hdecACP + nadp"	"3odecACP + h + nadph <==> 3hdecACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
89	"r3OAR120"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)"	"[c] : 3oddecACP + h + nadph <==> 3hddecACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3oddecACP + (2) h + nadph <==> 3hddecACP + nadp"	"3oddecACP + h + nadph <==> 3hddecACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
90	"r3OAR121"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)"	"[c] : 3ocddec5eACP + h + nadph --> 3hcddec5eACP + nadp"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3ocddec5eACP + (2) h + nadph --> 3hcddec5eACP + nadp"	"3ocddec5eACP + h + nadph --> 3hcddec5eACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
91	"r3OAR140"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)"	"[c] : 3omrsACP + h + nadph <==> 3hmrsACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3omrsACP + (2) h + nadph <==> 3hmrsACP + nadp"	"3omrsACP + h + nadph <==> 3hmrsACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
92	"r3OAR141"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)"	"[c] : 3ocmrs7eACP + h + nadph --> 3hcmrs7eACP + nadp"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3ocmrs7eACP + (2) h + nadph --> 3hcmrs7eACP + nadp"	"3ocmrs7eACP + h + nadph --> 3hcmrs7eACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
93	"r3OAR160"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)"	"[c] : 3opalmACP + h + nadph <==> 3hpalmACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3opalmACP + (2) h + nadph <==> 3hpalmACP + nadp"	"3opalmACP + h + nadph <==> 3hpalmACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
94	"r3OAR161"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)"	"[c] : 3ocpalm9eACP + h + nadph --> 3hcpalm9eACP + nadp"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3ocpalm9eACP + (2) h + nadph --> 3hcpalm9eACP + nadp"	"3ocpalm9eACP + h + nadph --> 3hcpalm9eACP + nadp"	-2.8	-2.8	-2.8	-11.8	6.2	-3.4	3.3	-3.4	-12.4	5.7	"reversible"	"reversible"
95	"r3OAR180"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)"	"[c] : 3ooctdACP + h + nadph <==> 3hoctaACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3ooctdACP + (2) h + nadph <==> 3hoctaACP + nadp"	"3ooctdACP + h + nadph <==> 3hoctaACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
96	"r3OAR181"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)"	"[c] : 3ocvac11eACP + h + nadph --> 3hcvac11eACP + nadp"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3ocvac11eACP + (2) h + nadph --> 3hcvac11eACP + nadp"	"3ocvac11eACP + h + nadph --> 3hcvac11eACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
97	"r3OAR40"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)"	"[c] : actACP + h + nadph <==> 3haACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"actACP + (2) h + nadph <==> 3haACP + nadp"	"actACP + h + nadph <==> 3haACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
98	"r3OAR60"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)"	"[c] : 3ohexACP + h + nadph <==> 3hhexACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3ohexACP + (2) h + nadph <==> 3hhexACP + nadp"	"3ohexACP + h + nadph <==> 3hhexACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
99	"r3OAR80"	"3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)"	"[c] : 3ooctACP + h + nadph <==> 3hoctACP + nadp"	"TRUE"	"reversible"	"Cell Envelope Biosynthesis"	"1.1.1.100"	"b1093"	"3ooctACP + (2) h + nadph <==> 3hoctACP + nadp"	"3ooctACP + h + nadph <==> 3hoctACP + nadp"	-3.7	-3.7	-3.7	-12.7	5.4	-4.2	3.1	-4.2	-13.2	4.8	"reversible"	"reversible"
100	"r3OAS100"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)"	"[c] : h + malACP + ocACP --> 3odecACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"( b2323  or  b1095 )"	"h + malACP + ocACP --> 3odecACP + ACP + co2"	"h + malACP + ocACP --> 3odecACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
101	"r3OAS120"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)"	"[c] : dcaACP + h + malACP --> 3oddecACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"( b2323  or  b1095 )"	"dcaACP + h + malACP --> 3oddecACP + ACP + co2"	"dcaACP + h + malACP --> 3oddecACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
102	"r3OAS121"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)"	"[c] : cdec3eACP + h + malACP --> 3ocddec5eACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"b2323"	"cdec3eACP + h + malACP --> 3ocddec5eACP + ACP + co2"	"cdec3eACP + h + malACP --> 3ocddec5eACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
103	"r3OAS140"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)"	"[c] : ddcaACP + h + malACP --> 3omrsACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"( b2323  or  b1095 )"	"ddcaACP + h + malACP --> 3omrsACP + ACP + co2"	"ddcaACP + h + malACP --> 3omrsACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
104	"r3OAS141"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)"	"[c] : cddec5eACP + h + malACP --> 3ocmrs7eACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"b2323"	"cddec5eACP + h + malACP --> 3ocmrs7eACP + ACP + co2"	"cddec5eACP + h + malACP --> 3ocmrs7eACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
105	"r3OAS160"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)"	"[c] : h + malACP + myrsACP --> 3opalmACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"( b2323  or  b1095 )"	"h + malACP + myrsACP --> 3opalmACP + ACP + co2"	"h + malACP + myrsACP --> 3opalmACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
106	"r3OAS161"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)"	"[c] : h + malACP + tdeACP --> 3ocpalm9eACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"b2323"	"h + malACP + tdeACP --> 3ocpalm9eACP + ACP + co2"	"h + malACP + tdeACP --> 3ocpalm9eACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
107	"r3OAS180"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)"	"[c] : h + malACP + palmACP --> 3ooctdACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"( b1095  or  b2323 )"	"h + malACP + palmACP --> 3ooctdACP + ACP + co2"	"h + malACP + palmACP --> 3ooctdACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
108	"r3OAS181"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)"	"[c] : h + hdeACP + malACP --> 3ocvac11eACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"b1095"	"h + hdeACP + malACP --> 3ocvac11eACP + ACP + co2"	"h + hdeACP + malACP --> 3ocvac11eACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
109	"r3OAS60"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)"	"[c] : butACP + h + malACP --> 3ohexACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"( b2323  or  b1095 )"	"butACP + h + malACP --> 3ohexACP + ACP + co2"	"butACP + h + malACP --> 3ohexACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
110	"r3OAS80"	"3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)"	"[c] : h + hexACP + malACP --> 3ooctACP + ACP + co2"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.41"	"( b2323  or  b1095 )"	"h + hexACP + malACP --> 3ooctACP + ACP + co2"	"h + hexACP + malACP --> 3ooctACP + ACP + co2"	2.3	2.3	-1.8	-24.5	7.4	2	3.4	-2.1	-24.8	7.1	"reversible"	"reversible"
111	"r3PEPTabcpp"	"tripeptide (LalaDgluMdap) transport via ABC system (periplasm)"	"LalaDgluMdap[p] + atp[c] + h2o[c] --> LalaDgluMdap[c] + adp[c] + h[c] + pi[c]"	"TRUE"	"forward only"	"Murein Recycling"		"( b1329  and  b1244  and  b1245  and  b1246  and  b1247 )"	"LalaDgluMdap[p] + atp + h2o --> LalaDgluMdap + adp + h + pi"	"LalaDgluMdap[p] + atp + h2o --> LalaDgluMdap + adp + h + pi"	-6.7	-6.7	-7.3	-20	3.5	-6.6	2.2	-7.2	-19.9	3.6	"reversible"	"reversible"
112	"r3PEPTtex"	"LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)"	"LalaDgluMdap[e] <==> LalaDgluMdap[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"LalaDgluMdap[e] <==> LalaDgluMdap[p]"	"LalaDgluMdap[e] <==> LalaDgluMdap[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
113	"r3UMPtex"	"3UMP transport via diffusion (extracellular to periplasm)"	"3ump[e] <==> 3ump[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"3ump[e] <==> 3ump[p]"	"3ump[e] <==> 3ump[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
114	"r42A12BOOXpp"	"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"	"[p] : dopa + h2o + o2 --> 34dhpac + h2o2 + nh4"	"TRUE"	"forward only"	"Nitrogen Metabolism"	"1.4.3.6"	"b1386"	"[p] : dopa[p] + h2o[p] + o2[p] --> 34dhpac[p] + h2o2[p] + nh4[p]"	"[p] : dopa[p] + h2o[p] + o2[p] --> 34dhpac[p] + h2o2[p] + nh4[p]"	-23.9	-23.9	-26.3	-37.3	-10.3	-23.9	3.1	-26.3	-37.2	-10.2	"forward only"	"forward only"
115	"r4HOXPACDtex"	"4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)"	"4hoxpacd[e] <==> 4hoxpacd[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"4hoxpacd[e] <==> 4hoxpacd[p]"	"4hoxpacd[e] <==> 4hoxpacd[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
116	"r4HTHRS"	"4-Hydroxy-L-threonine synthase"	"[c] : h2o + phthr --> 4hthr + pi"	"TRUE"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b0004"	"h2o + phthr --> 4hthr + h + pi"	"h2o + phthr --> 4hthr + h + pi"	-2.9	-2.9	-7	-14.3	-0.7	-2.8	2.2	-6.9	-14.1	-0.6	"forward only"	"reversible"
117	"r4PCP"	"tetrapeptide L,D-carboxypeptidase"	"[c] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D"	"TRUE"	"forward only"	"Murein Recycling"		"b1192"	"LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D"	"LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D"	-0.3	-0.3	-4.4	-11.7	1.8	-0.4	2.5	-4.5	-11.7	1.8	"reversible"	"reversible"
118	"r4PCPpp"	"tetrapeptide L,D-carboxypeptidase (periplasm)"	"[p] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D"	"TRUE"	"forward only"	"Murein Recycling"			"[p] : LalaDgluMdapDala[p] + h2o[p] --> LalaDgluMdap[p] + ala-D[p]"	"[p] : LalaDgluMdapDala[p] + h2o[p] --> LalaDgluMdap[p] + ala-D[p]"	-0.3	-0.3	-4.4	-12.6	3.8	-0.4	2.5	-4.5	-12.7	3.7	"reversible"	"reversible"
