"Abbreviation"	"OfficialName"	"Equation"	"subSystem"	"GeneAssociation"	"ValidTarget"	"ValidTarget-test"
"AGAT_SC"	"1-Acyl-glycerol-3-phosphate acyltransferase, yeast-specific"	"[c] : (0.01) 1ag3p-SC + (0.02) dcacoa + (0.06) ddcacoa + (0.17) hdcoa + (0.09) ocdycacoa + (0.24) odecoa + (0.27) pmtcoa + (0.05) stcoa + (0.1) tdcoa --> coa + (0.01) pa-SC"	"Phospholipid Biosynthesis"	"YDL052C"	"TRUE"	"FALSE"
"AGPRim"	"N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial"	"[m] : acg5p + h + nadph --> acg5sa + nadp + pi"	"Arginine and Proline Metabolism"	"YER069W"	"TRUE"	"FALSE"
"AGTi"	"Alanine glyoxylate aminotransferase (irreversible)"	"[c] : ala-L + glx --> gly + pyr"	"Glycine and Serine Metabolism"	"YFL030W"	"TRUE"	"FALSE"
"AHCi"	"adenosylhomocysteinase"	"[c] : ahcys + h2o --> adn + hcys-L"	"Methionine Metabolism"	"YER043C"	"TRUE"	"FALSE"
"AHCYStm"	"S-adenosyl-L-homocysteine reversible transport, mitochondrial"	"ahcys[c] <==> ahcys[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"AHMMPS"	"4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase"	"[c] : air + (2) h --> 4ahmmp + gcald + pi"	"Thiamine Metabolism"		"TRUE"	"FALSE"
"AHSERL"	"O-acetylhomoserine (thiol)-lyase"	"[c] : achms + ch4s --> ac + h + met-L"	"Methionine Metabolism"	"YLR303W"	"TRUE"	"FALSE"
"AHSERL2"	"O-acetylhomoserine (thiol)-lyase"	"[c] : achms + h2s --> ac + h + hcys-L"	"Methionine Metabolism"	"YLR303W"	"TRUE"	"FALSE"
"AICART"	"phosphoribosylaminoimidazolecarboxamide formyltransferase"	"[c] : 10fthf + aicar <==> fprica + thf"	"Purine and Pyrimidine Biosynthesis"	"YLR028C, YMR120C"	"TRUE"	"FALSE"
"AIRCr"	"phosphoribosylaminoimidazole carboxylase"	"[c] : air + co2 <==> 5aizc + h"	"Purine and Pyrimidine Biosynthesis"	"YOR128C"	"TRUE"	"FALSE"
"AKGDam"	"oxoglutarate dehydrogenase (lipoamide)"	"[m] : akg + h + lpam <==> co2 + sdhlam"	"Citric Acid Cycle"	"YIL125W, YFL018C, YDR148C"	"TRUE"	"FALSE"
"AKGDbm"	"oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase)"	"[m] : coa + sdhlam --> dhlam + succoa"	"Citric Acid Cycle"	"YIL125W, YFL018C, YDR148C"	"TRUE"	"FALSE"
"AKGMAL"	"alpha-ketoglutarate/malate transporter"	"akg[c] + mal-L[e] <==> akg[e] + mal-L[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"AKGt2n"	"2-oxoglutarate nuclear transport via proton symport"	"akg[c] + h[c] <==> akg[n] + h[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"AKGt2r"	"2-oxoglutarate reversible transport via symport"	"akg[e] + h[e] <==> akg[c] + h[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"AKGtp"	"AKG transporter, peroxisome"	"akg[c] <==> akg[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"AKP1"	"alkaline phosphatase (Dihydroneopterin)"	"[c] : ahdt + (3) h2o --> dhnpt + (2) h + (3) pi"	"Folate Metabolism"	"YDR481C"	"TRUE"	"FALSE"
"ALASm"	"5-aminolevulinate synthase"	"[m] : gly + h + succoa --> 5aop + co2 + coa"	"Porphyrin and Chlorophyll Metabolism"	"YDR232W"	"TRUE"	"FALSE"
"ALAt2r"	"L-alanine reversible transport via proton symport"	"ala-L[e] + h[e] <==> ala-L[c] + h[c]"	"Transport, Extracellular"	"YPL265W, YOL020W, YCL025C, YOR348C, YKR039W"	"TRUE"	"FALSE"
"ALATA_L"	"L-alanine transaminase"	"[c] : akg + ala-L <==> glu-L + pyr"	"Alanine and Aspartate Metabolism"	"YDR111C"	"TRUE"	"FALSE"
"ALATA_Lm"	"L-alanine transaminase, mitochondrial"	"[m] : akg + ala-L <==> glu-L + pyr"	"Alanine and Aspartate Metabolism"	"YLR089C"	"TRUE"	"FALSE"
"ALAtmi"	"Alanine transport from mitochondia to cytoplasm"	"ala-L[m] --> ala-L[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"ALATRS"	"Alanyl-tRNA synthetase"	"[c] : ala-L + atp + trnaala --> alatrna + amp + ppi"	"tRNA charging"	"YOR335C"	"TRUE"	"FALSE"
"ALCD19y"	"alcohol dehydrogenase (glycerol, NADP)"	"[c] : glyald + h + nadph --> glyc + nadp"	"Glycerolipid Metabolism"	"YHR104W, YDR368W"	"TRUE"	"FALSE"
"ALCD22xi"	"aldehyde dehydrogenase (2-methylbutanol, NAD)"	"[c] : 2mbald + h + nadh --> 2mbtoh + nad"	"Complex Alcohol Metabolism"	"YBR145W, YGL256W, YDL168W, YMR303C, YOL086C"	"TRUE"	"FALSE"
"ALCD22xim"	"aldehyde dehydrogenase (2-methylbutanol, NAD), mitochondrial"	"[m] : 2mbald + h + nadh --> 2mbtoh + nad"	"Complex Alcohol Metabolism"	"YMR083W"	"TRUE"	"FALSE"
"ALCD22yi"	"aldehyde dehydrogenase (2-methylbutanol, NADP)"	"[c] : 2mbald + h + nadph --> 2mbtoh + nadp"	"Complex Alcohol Metabolism"	"YBR036C, YDR368W, YMR318C"	"TRUE"	"FALSE"
"ALCD23xi"	"aldehyde dehydrogenase (isobutyl alcohol, NAD)"	"[c] : 2mppal + h + nadh --> ibutoh + nad"	"Complex Alcohol Metabolism"	"YBR145W, YGL256W, YDL168W, YMR303C, YOL086C"	"TRUE"	"FALSE"
"ALCD23xim"	"aldehyde dehydrogenase (isobutyl alcohol, NAD), mitochondrial"	"[m] : 2mppal + h + nadh --> ibutoh + nad"	"Complex Alcohol Metabolism"	"YMR083W"	"TRUE"	"FALSE"
"ALCD23yi"	"aldehyde dehydrogenase (isobutyl alcohol, NADP)"	"[c] : 2mppal + h + nadph --> ibutoh + nadp"	"Complex Alcohol Metabolism"	"YBR036C, YMR318C"	"TRUE"	"FALSE"
"ALCD24xi"	"aldehyde dehydrogenase (isoamyl alcohol, NAD)"	"[c] : 3mbald + h + nadh --> iamoh + nad"	"Complex Alcohol Metabolism"	"YBR145W, YGL256W, YDL168W, YMR303C, YOL086C"	"TRUE"	"FALSE"
"ALCD24xim"	"aldehyde dehydrogenase (isoamyl alcohol, NAD), mitochondrial"	"[m] : 3mbald + h + nadh --> iamoh + nad"	"Complex Alcohol Metabolism"	"YMR083W"	"TRUE"	"FALSE"
"ALCD24yi"	"aldehyde dehydrogenase (isoamyl alcohol, NADP)"	"[c] : 3mbald + h + nadph --> iamoh + nadp"	"Complex Alcohol Metabolism"	"YBR036C, YMR318C"	"TRUE"	"FALSE"
"ALCD25xi"	"aldehyde dehydrogenase (2-phenylethanol, NAD)"	"[c] : h + nadh + pacald --> 2phetoh + nad"	"Complex Alcohol Metabolism"	"YBR145W, YGL256W, YDL168W, YMR303C, YOL086C"	"TRUE"	"FALSE"
"ALCD25xim"	"aldehyde dehydrogenase (2-phenylethanol, NAD), mitochondrial"	"[m] : h + nadh + pacald --> 2phetoh + nad"	"Complex Alcohol Metabolism"	"YMR083W"	"TRUE"	"FALSE"
"ALCD25yi"	"aldehyde dehydrogenase (2-phenylethanol, NADP)"	"[c] : h + nadph + pacald --> 2phetoh + nadp"	"Complex Alcohol Metabolism"	"YBR036C, YMR318C"	"TRUE"	"FALSE"
"ALCD26xi"	"aldehyde dehydrogenase (tryptophol, NAD)"	"[c] : h + id3acald + nadh --> ind3eth + nad"	"Complex Alcohol Metabolism"	"YBR145W, YGL256W, YDL168W, YMR303C, YOL086C"	"TRUE"	"FALSE"
"ALCD26xim"	"aldehyde dehydrogenase (tryptophol, NAD), mitochondrial"	"[m] : h + id3acald + nadh --> ind3eth + nad"	"Complex Alcohol Metabolism"	"YMR083W"	"TRUE"	"FALSE"
"ALCD2if"	"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)"	"[c] : etoh + nad --> acald + h + nadh"	"Pyruvate Metabolism"	"YMR303C"	"TRUE"	"FALSE"
"ALCD2ir"	"alcohol dehydrogenase, reverse rxn (acetaldehyde -> ethanol)"	"[c] : acald + h + nadh --> etoh + nad"	"Pyruvate Metabolism"	"YBR145W, YGL256W, YOL086C"	"TRUE"	"FALSE"
"ALCD2irm"	"alcohol dehydrogenase, reverse rxn (acetaldehyde -> ethanol), mitochondrial"	"[m] : acald + h + nadh --> etoh + nad"	"Pyruvate Metabolism"	"YMR083W"	"TRUE"	"FALSE"
"ALCD2x"	"alcohol dehydrogenase (ethanol)"	"[c] : etoh + nad <==> acald + h + nadh"	"Pyruvate Metabolism"	"YDL168W"	"TRUE"	"FALSE"
"ALDD19x"	"aldehyde dehydrogenase (phenylacetaldehyde, NAD)"	"[c] : h2o + nad + pacald --> (2) h + nadh + pac"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YMR170C, YMR169C"	"TRUE"	"FALSE"
"ALDD20xm"	"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial"	"[m] : h2o + id3acald + nad --> (2) h + ind3ac + nadh"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YOR374W"	"TRUE"	"FALSE"
"ALDD20y"	"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)"	"[c] : h2o + id3acald + nadp --> (2) h + ind3ac + nadph"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YPL061W"	"TRUE"	"FALSE"
"ALDD20ym"	"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP), mitochondrial"	"[m] : h2o + id3acald + nadp --> (2) h + ind3ac + nadph"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YER073W, YOR374W"	"TRUE"	"FALSE"
"ALDD22x"	"aldehyde dehydrogenase (3-aminopropanal, NAD)"	"[c] : aproa + h2o + nad --> ala-B + (2) h + nadh"	"Pantothenate and CoA Biosynthesis"	"YMR170C, YMR169C"	"TRUE"	"FALSE"
"ALDD2xm"	"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial"	"[m] : acald + h2o + nad --> ac + (2) h + nadh"	"Pyruvate Metabolism"	"YOR374W"	"TRUE"	"FALSE"
"ALDD2y"	"aldehyde dehydrogenase (acetaldehyde, NADP)"	"[c] : acald + h2o + nadp --> ac + (2) h + nadph"	"Pyruvate Metabolism"	"YPL061W"	"TRUE"	"FALSE"
"ALDD2ym"	"aldehyde dehydrogenase (acetylaldehyde, NADP), mitochondrial"	"[m] : acald + h2o + nadp --> ac + (2) h + nadph"	"Pyruvate Metabolism"	"YER073W, YOR374W"	"TRUE"	"FALSE"
"ALLTAHr"	"Allantoate amidinohydrolase, reversible"	"[c] : alltt + h2o <==> urdglyc + urea"	"Histidine Metabolism"	"YIR029W"	"TRUE"	"FALSE"
"ALLTNr"	"allantoinase, reversible reaction"	"[c] : alltn + h2o <==> alltt + h"	"Histidine Metabolism"	"YIR027C"	"TRUE"	"FALSE"
"ALLTNti"	"allantoin irreversible uniport"	"alltn[e] --> alltn[c]"	"Transport, Extracellular"	"YIR028W"	"TRUE"	"FALSE"
"ALLTTti"	"allantoate irreversible uniport"	"alltt[e] --> alltt[c]"	"Transport, Extracellular"	"YJR152W"	"TRUE"	"FALSE"
"ALPHNH"	"allophanate hydrolase"	"[c] : allphn + (3) h + h2o --> (2) co2 + (2) nh4"	"Nitrogen Metabolism"	"YBR208C"	"TRUE"	"FALSE"
"AMAOTr"	"adenosylmethionine-8-amino-7-oxononanoate transaminase"	"[c] : 8aonn + amet <==> amob + dann"	"Pantothenate and CoA Biosynthesis"	"YNR058W"	"TRUE"	"FALSE"
"AMETt2"	"S-adenosyl-L-methionine transport in via proton symport"	"amet[e] + h[e] --> amet[c] + h[c]"	"Transport, Extracellular"	"YPL274W"	"TRUE"	"FALSE"
"AMETtm"	"S-Adenosyl-L-methionine reversible transport, mitochondrial"	"amet[c] <==> amet[m]"	"Transport, Mitochondrial"	"YNL003C"	"TRUE"	"FALSE"
"AMID"	"amidase"	"[c] : 4gudbd + h2o --> 4gudbutn + nh4"	"Arginine and Proline Metabolism"	"YMR293C, YDR242W"	"TRUE"	"FALSE"
"AMID2"	"amidase"	"[c] : h2o + pad --> nh4 + pac"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR242W"	"TRUE"	"FALSE"
"AMID3"	"amidase"	"[c] : h2o + iad --> ind3ac + nh4"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR242W"	"TRUE"	"FALSE"
"AMPDA"	"Adenosine monophosphate deaminase"	"[c] : amp + h + h2o --> imp + nh4"	"Purine and Pyrimidine Biosynthesis"	"YML035C"	"TRUE"	"FALSE"
"AMPN"	"AMP nucleosidase"	"[c] : amp + h2o --> ade + r5p"	"Nucleotide Salvage Pathway"	"YML035C, YJL070C, YBR284W"	"TRUE"	"FALSE"
"AMPtn"	"AMP transport via diffusion (cytosol to nucleus)"	"amp[n] <==> amp[c]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"ANPRT"	"anthranilate phosphoribosyltransferase"	"[c] : anth + prpp --> ppi + pran"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YDR354W"	"TRUE"	"FALSE"
"ANS"	"anthranilate synthase"	"[c] : chor + gln-L --> anth + glu-L + h + pyr"	"Glutamine Metabolism"	"YKL211C, YER090W"	"TRUE"	"FALSE"
"AOBUTDs"	"L-2-amino-3-oxobutanoate decarboxylation (spontaneous)"	"[c] : 2aobut + h --> aact + co2"	"Threonine and Lysine Metabolism"		"TRUE"	"FALSE"
"AP4AHr"	"Ap4A hydrolase, reversible"	"[c] : ap4a + h2o <==> (2) adp + (2) h"	"Purine and Pyrimidine Biosynthesis"	"YDR305C"	"TRUE"	"FALSE"
"APRTO2"	"N-acetylputrescine: oxygen oxireductase (deaminating)"	"[c] : aprut + h2o + o2 --> h2o2 + n4abutn + nh4"	"Other Amino Acid Metabolism"		"TRUE"	"FALSE"
"ARAB_Dt"	"D-arabinose reversible transport"	"arab-D[e] <==> arab-D[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"ARAB_Lt"	"L-arabinoase extracellular transport"	"arab-L[e] <==> arab-L[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"ARAB14LO"	"D-arabinono-1,4-lactone oxidase"	"[c] : Dara14lac + o2 <==> ertascb-D + h2o2"	"Arabinose Metabolism"	"YML086C"	"TRUE"	"FALSE"
"ARAB1D2"	"D-arabinose 1-dehydrogenase (NADP)"	"[c] : arab-D + nadp --> Dara14lac + h + nadph"	"Arabinose Metabolism"	"YBR149W"	"TRUE"	"FALSE"
"ARABR"	"arabinose reductase"	"[c] : arab-L + h + nadph --> abt + nadp"	"Arabinose Metabolism"	"YHR104W"	"TRUE"	"FALSE"
"ARGN"	"arginase"	"[c] : arg-L + h2o --> orn + urea"	"Arginine and Proline Metabolism"	"YPL111W"	"TRUE"	"FALSE"
"ARGSL"	"argininosuccinate lyase"	"[c] : argsuc <==> arg-L + fum"	"Arginine and Proline Metabolism"	"YHR018C"	"TRUE"	"FALSE"
"ARGSSr"	"argininosuccinate synthase, reversible"	"[c] : asp-L + atp + citr-L <==> amp + argsuc + h + ppi"	"Arginine and Proline Metabolism"	"YOL058W"	"TRUE"	"FALSE"
"ARGt2m"	"arginine mitochondrial transport via proton symport"	"arg-L[c] + h[c] <==> arg-L[m] + h[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"ARGt2r"	"L-arganine reversible transport via proton symport"	"arg-L[e] + h[e] <==> arg-L[c] + h[c]"	"Transport, Extracellular"	"YNL270C, YKR039W, YEL063C"	"TRUE"	"FALSE"
"ARGt6"	"L-arginine transport in via proton antiport (vacuolar)"	"arg-L[c] + h[v] --> arg-L[v] + h[c]"	"Transport, Vacuolar"	"YBR293W"	"TRUE"	"FALSE"
"ARGTRS"	"Arginyl-tRNA synthetase"	"[c] : arg-L + atp + trnaarg --> amp + argtrna + ppi"	"tRNA charging"	"YDR341C"	"TRUE"	"FALSE"
"ARGTRSm"	"Arginyl-tRNA synthetase, mitochondrial"	"[m] : arg-L + atp + trnaarg --> amp + argtrna + ppi"	"tRNA charging"	"YHR091C"	"TRUE"	"FALSE"
"ARMT"	"hnRNP arginine N-methyltransferase"	"[c] : amet + his-L --> NPmehis + ahcys + h"	"Histidine Metabolism"	"YBR034C"	"TRUE"	"FALSE"
"ASADi"	"aspartate-semialdehyde dehydrogenase, irreversible"	"[c] : 4pasp + h + nadph --> aspsa + nadp + pi"	"Alanine and Aspartate Metabolism"	"YDR158W"	"TRUE"	"FALSE"
"ASNN"	"L-asparaginase"	"[c] : asn-L + h2o --> asp-L + nh4"	"Asparagine metabolism"	"YDR321W"	"TRUE"	"FALSE"
"ASNNe"	"L-asparaginase, extracellular"	"[e] : asn-L + h2o --> asp-L + nh4"	"Asparagine metabolism"	"YLR155C, YLR157C, YLR158C, YLR160C"	"TRUE"	"FALSE"
"ASNS1"	"asparagine synthase (glutamine-hydrolysing)"	"[c] : asp-L + atp + gln-L + h2o --> amp + asn-L + glu-L + h + ppi"	"Alanine and Aspartate Metabolism"	"YGR124W, YML096W, YPR145W"	"TRUE"	"FALSE"
"ASNt2m"	"asparagine mitochondrial transport via proton transport"	"asn-L[c] + h[c] <==> asn-L[m] + h[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"ASNt2r"	"L-asparagine reversible transport via proton symport"	"asn-L[e] + h[e] <==> asn-L[c] + h[c]"	"Transport, Extracellular"	"YPL265W, YCL025C, YDR508C, YKR039W"	"TRUE"	"FALSE"
"ASNt6"	"L-asparagine transport in via proton antiport (vacuolar)"	"asn-L[c] + h[v] --> asn-L[v] + h[c]"	"Transport, Vacuolar"	"YJR001W"	"TRUE"	"FALSE"
"ASNt7"	"L-asparagine transport out via proton symport, vacuolar"	"asn-L[v] + h[v] --> asn-L[c] + h[c]"	"Transport, Vacuolar"	"YKL146W, YNL101W"	"TRUE"	"FALSE"
"ASNTRS"	"Asparaginyl-tRNA synthetase"	"[c] : asn-L + atp + trnaasn --> amp + asntrna + ppi"	"tRNA charging"	"YHR019C"	"TRUE"	"FALSE"
"ASNTRSm"	"asparaginyl-tRNA synthetase, miotchondrial"	"[m] : asn-L + atp + trnaasn --> amp + asntrna + ppi"	"tRNA charging"	"YCR024C"	"TRUE"	"FALSE"
"ASPCT"	"aspartate carbamoyltransferase"	"[c] : asp-L + cbp --> cbasp + h + pi"	"Purine and Pyrimidine Biosynthesis"	"YJL130C"	"TRUE"	"FALSE"
"ASPGLU2m"	"Aspartate-glutamate transporter"	"asp-L[m] + glu-L[c] --> asp-L[c] + glu-L[m]"	"Transport, Mitochondrial"	"YPR021C"	"TRUE"	"FALSE"
"ASPGLUtp"	"aspartate-glutamate peroxisomal shuttle"	"asp-L[c] + glu-L[x] <==> asp-L[x] + glu-L[c]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"ASPKi"	"aspartate kinase, irreversible"	"[c] : asp-L + atp --> 4pasp + adp"	"Alanine and Aspartate Metabolism"	"YER052C"	"TRUE"	"FALSE"
"ASPOcm"	"aspartate oxidase"	"asp-L[c] + fad[m] --> fadh2[m] + h[c] + iasp[c]"	"Folate Metabolism"		"TRUE"	"FALSE"
"ASPt2m"	"aspartate mitochondrial transport via proton symport"	"asp-L[c] + h[c] <==> asp-L[m] + h[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"ASPt2n"	"aspartate nuclear transport via proton symport"	"asp-L[c] + h[c] <==> asp-L[n] + h[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"ASPt2r"	"L-aspartate reversible transport via proton symport"	"asp-L[e] + h[e] <==> asp-L[c] + h[c]"	"Transport, Extracellular"	"YPL265W, YFL055W, YKR039W"	"TRUE"	"FALSE"
"ASPt5n"	"L-aspartate nuclear transport via diffusion"	"asp-L[n] <==> asp-L[c]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"ASPt7"	"L-aspartate transport out via proton symport, vacuolar"	"asp-L[v] + h[v] --> asp-L[c] + h[c]"	"Transport, Vacuolar"	"YER119C"	"TRUE"	"FALSE"
"ASPTA"	"aspartate transaminase"	"[c] : akg + asp-L <==> glu-L + oaa"	"Alanine and Aspartate Metabolism"	"YLR027C"	"TRUE"	"FALSE"
"ASPTAm"	"aspartate transaminase"	"[m] : akg + asp-L <==> glu-L + oaa"	"Alanine and Aspartate Metabolism"	"YKL106W"	"TRUE"	"FALSE"
"ASPTAp"	"aspartate transaminase, peroxisomal"	"[x] : akg + asp-L <==> glu-L + oaa"	"Alanine and Aspartate Metabolism"	"YLR027C"	"TRUE"	"FALSE"
"ASPTRS"	"Aspartyl-tRNA synthetase"	"[c] : asp-L + atp + trnaasp --> amp + asptrna + ppi"	"tRNA charging"	"YLL018C"	"TRUE"	"FALSE"
"ASPTRSm"	"Aspartyl-tRNA synthetase, mitochondrial"	"[m] : asp-L + atp + trnaasp --> amp + asptrna + ppi"	"tRNA charging"	"YPL104W"	"TRUE"	"FALSE"
"ATHRDHr"	"L-allo-threonine dehydrogenase"	"[c] : athr-L + nadp <==> 2aobut + h + nadph"	"Threonine and Lysine Metabolism"	"YMR226C"	"TRUE"	"FALSE"
"ATP2tp_H"	"AMP/ATP transporter, peroxisomal"	"amp[x] + atp[c] + h[x] --> amp[c] + atp[x] + h[c]"	"Transport, Peroxisomal"	"YPR128C"	"TRUE"	"FALSE"
"ATPATF1"	"ATP adenylyltransferase"	"[c] : adp + atp + h --> ap4a + pi"	"Purine and Pyrimidine Biosynthesis"	"YDR530C"	"TRUE"	"FALSE"
"ATPATF2"	"ATP adenylyltransferase"	"[c] : adp + gtp + h --> ap4g + pi"	"Purine and Pyrimidine Biosynthesis"	"YCL050C"	"TRUE"	"FALSE"
"ATPATF3"	"ATP adenylyltransferase"	"[c] : gdp + gtp + h --> gp4g + pi"	"Purine and Pyrimidine Biosynthesis"	"YCL050C"	"TRUE"	"FALSE"
"ATPH1"	"ATP diphosphohydrolase"	"[c] : atp + (2) h2o --> amp + (2) h + (2) pi"	"Nucleotide Salvage Pathway"	"YER005W"	"TRUE"	"FALSE"
"ATPM"	"ATP maintenance requirement"	"[c] : atp + h2o --> adp + h + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"ATPPRT"	"ATP phosphoribosyltransferase"	"[c] : atp + prpp --> ppi + prbatp"	"Histidine Metabolism"	"YER055C"	"TRUE"	"FALSE"
"ATPS"	"ATPase, cytosolic"	"atp[c] + h2o[c] --> adp[c] + h[e] + pi[c]"	"Transport, Extracellular"	"YGL008C+YEL017C-A+YCR024C-A, YEL017C-A+YPL036W+YCR024C-A"	"TRUE"	"FALSE"
"ATPS3g"	"ATP synthase, Golgi Apparatus"	"adp[g] + (3) h[c] + pi[g] --> atp[g] + (2) h[g] + h2o[g]"	"Oxidative Phosphorylation"	"YOR332W+YPR036W+YEL051W+YHR026W+YPL234C+YBR127C+YEL027W+YMR054W+YLR447C+YHR039C-A+YGR020C+YDL185W+YKL080W"	"TRUE"	"FALSE"
"ATPS3m"	"ATP synthase, mitochondrial"	"adp[m] + (3) h[c] + pi[m] --> atp[m] + (2) h[m] + h2o[m]"	"Oxidative Phosphorylation"	"Q0080+YPL271W+YBL099W+YPL078C+YBR039W+YPR020W+YLR295C+YJR121W+YDL181W+Q0130+YDR298C+YDL004W+YKL016C+YML081C-A+YDR377W+YOL077W-A+YDR322C-A+Q0085, Q0080+YPL271W+YPL078C+YBL099W+YBR039W+YLR295C+YJR121W+YDL181W+Q0130+YDR298C+YDL004W+YKL016C+YML081C-A+YDR377W+Q0085"	"TRUE"	"FALSE"
"ATPS3v"	"ATP synthase, vacuole"	"adp[v] + (3) h[c] + pi[v] --> atp[v] + (2) h[v] + h2o[v]"	"Oxidative Phosphorylation"	"YOR270C+YOR332W+YPR036W+YEL051W+YHR026W+YBR127C+YPL234C+YEL027W+YLR447C+YHR039C-A+YDL185W+YGR020C+YKL080W"	"TRUE"	"FALSE"
"ATPtm_H"	"ADP/ATP transporter, mitochondrial"	"adp[c] + atp[m] + h[c] --> adp[m] + atp[c] + h[m]"	"Transport, Mitochondrial"	"YMR056C, YBL030C, YBR085W"	"TRUE"	"FALSE"
"ATPtp_H"	"ADP/ATP transporter, peroxisomal"	"adp[x] + atp[c] + h[x] --> adp[c] + atp[x] + h[c]"	"Transport, Peroxisomal"	"YPR128C"	"TRUE"	"FALSE"
"BACCL"	"biotin-[acetyl-CoA-carboxylase] ligase"	"[c] : atp + btn + h --> btamp + ppi"	"Pantothenate and CoA Biosynthesis"	"YDL141W"	"TRUE"	"FALSE"
"BPNT"	"3',5'-bisphosphate nucleotidase"	"[c] : h2o + pap --> amp + pi"	"Cysteine Metabolism"	"YOL064C"	"TRUE"	"FALSE"
"BTDD_RR"	"(R,R)-butanediol dehydrogenase"	"[c] : btd-RR + nad <==> actn-R + h + nadh"	"Alternate Carbon Metabolism"	"YAL060W"	"TRUE"	"FALSE"
"BTDt_RR"	"(R,R)-butanediol transport"	"btd-RR[c] <==> btd-RR[e]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"BTNt2i"	"Biotin uptake"	"btn[e] + h[e] --> btn[c] + h[c]"	"Transport, Extracellular"	"YGR065C"	"TRUE"	"FALSE"
"BTSr"	"biotin synthase"	"[c] : dtbt + s <==> btn + (2) h"	"Pantothenate and CoA Biosynthesis"	"YGR286C"	"TRUE"	"FALSE"
"C14STR"	"C-14 sterol reductase"	"[c] : 44mctr + h + nadph --> 44mzym + nadp"	"Sterol Metabolism"	"YNL280C"	"TRUE"	"FALSE"
"C22STDS"	"C-22 sterol desaturase (NADP)"	"[c] : ergtrol + h + nadph + o2 --> ergtetrol + (2) h2o + nadp"	"Sterol Metabolism"	"YHR042W, YMR015C"	"TRUE"	"FALSE"
"C22STDSx"	"C-22 sterol desaturase (NAD)"	"[c] : ergtrol + h + nadh + o2 --> ergtetrol + (2) h2o + nad"	"Sterol Metabolism"	"YNL111C, YMR015C, YKL150W, YIL043C"	"TRUE"	"FALSE"
"C24STRer"	"C-s24 sterol reductase, endoplamic reticular"	"[r] : ergtetrol + h + nadph --> ergst + nadp"	"Sterol Metabolism"	"YGL012W"	"TRUE"	"FALSE"
"C3STDH1"	"C-3 sterol dehydrogenase (4-methylzymosterol)"	"[c] : 4mzym_int1 + nad --> 4mzym_int2 + co2 + h + nadh"	"Sterol Metabolism"	"YGL001C"	"TRUE"	"FALSE"
"C3STDH2"	"C-3 sterol dehydrogenase (zymosterol)"	"[c] : nad + zym_int1 --> co2 + h + nadh + zym_int2"	"Sterol Metabolism"	"YGL001C"	"TRUE"	"FALSE"
"C3STKR1"	"C-3 sterol keto reductase (4-methylzymosterol)"	"[c] : 4mzym_int2 + h + nadph --> 4mzym + nadp"	"Sterol Metabolism"	"YLR100W"	"TRUE"	"FALSE"
"C3STKR2"	"C-3 sterol keto reductase (zymosterol)"	"[c] : h + nadph + zym_int2 --> nadp + zymst"	"Sterol Metabolism"	"YLR100W"	"TRUE"	"FALSE"
"C4STMO1"	"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)"	"[c] : 44mzym + (3) h + (3) nadph + (3) o2 --> 4mzym_int1 + (4) h2o + (3) nadp"	"Sterol Metabolism"	"YGR060W"	"TRUE"	"FALSE"
